date,region,metric,value
2053-01-19,BW,indikation_alter_dosen,67344
2053-01-19,BW,indikation_beruf_dosen,42585
2053-01-19,BW,indikation_medizinisch_dosen,4178
2053-01-19,BW,indikation_pflegeheim_dosen,26844
2053-01-19,BW,dosen_differenz_zum_vortag,
2053-01-19,BY,dosen_kumulativ,227975
2053-01-19,BY,indikation_alter_dosen,55636
2053-01-19,BY,indikation_beruf_dosen,119692
2053-01-19,BY,indikation_medizinisch_dosen,4116
2053-01-19,BY,indikation_pflegeheim_dosen,66990
2053-01-19,BY,dosen_differenz_zum_vortag,
2053-01-19,BE,dosen_kumulativ,63767
2053-01-19,BE,indikation_alter_dosen,43032
2053-01-19,BE,indikation_beruf_dosen,20046
2053-01-19,BE,indikation_medizinisch_dosen,136
2053-01-19,BE,indikation_pflegeheim_dosen,31150
2053-01-19,BE,dosen_differenz_zum_vortag,
2053-01-19,BB,dosen_kumulativ,46194
2053-01-19,BB,indikation_alter_dosen,13698
2053-01-19,BB,indikation_beruf_dosen,31362
2053-01-19,BB,indikation_medizinisch_dosen,496
2053-01-19,BB,indikation_pflegeheim_dosen,6931
2053-01-19,BB,dosen_differenz_zum_vortag,
2053-01-19,HB,dosen_kumulativ,13513
2053-01-19,HB,indikation_alter_dosen,1537
2053-01-19,HB,indikation_beruf_dosen,6253
2053-01-19,HB,indikation_medizinisch_dosen,108
2053-01-19,HB,indikation_pflegeheim_dosen,5390
2053-01-19,HB,dosen_differenz_zum_vortag,
2053-01-19,HH,dosen_kumulativ,29628
2053-01-19,HH,indikation_alter_dosen,11096
2053-01-19,HH,indikation_beruf_dosen,13718
2053-01-19,HH,indikation_medizinisch_dosen,1822
2053-01-19,HH,indikation_pflegeheim_dosen,8118
2053-01-19,HH,dosen_differenz_zum_vortag,
2053-01-19,HE,dosen_kumulativ,83320
2053-01-19,HE,indikation_alter_dosen,22077
2053-01-19,HE,indikation_beruf_dosen,46614
2053-01-19,HE,indikation_medizinisch_dosen,4582
2053-01-19,HE,indikation_pflegeheim_dosen,32560
2053-01-19,HE,dosen_differenz_zum_vortag,
2053-01-19,MV,dosen_kumulativ,42206
2053-01-19,MV,indikation_alter_dosen,4601
2053-01-19,MV,indikation_beruf_dosen,19764
2053-01-19,MV,indikation_medizinisch_dosen,836
2053-01-19,MV,indikation_pflegeheim_dosen,17621
2053-01-19,MV,dosen_differenz_zum_vortag,
2053-01-19,NI,dosen_kumulativ,102806
2053-01-19,NI,indikation_alter_dosen,20162
2053-01-19,NI,indikation_beruf_dosen,54912
2053-01-19,NI,indikation_medizinisch_dosen,16470
2053-01-19,NI,indikation_pflegeheim_dosen,46141
2053-01-19,NI,dosen_differenz_zum_vortag,
2053-01-19,NW,dosen_kumulativ,228932
2053-01-19,NW,indikation_alter_dosen,0
2053-01-19,NW,indikation_beruf_dosen,113045
2053-01-19,NW,indikation_medizinisch_dosen,0
2053-01-19,NW,indikation_pflegeheim_dosen,115895
2053-01-19,NW,dosen_differenz_zum_vortag,
2053-01-19,RP,dosen_kumulativ,101208
2053-01-19,RP,indikation_alter_dosen,33946
2053-01-19,RP,indikation_beruf_dosen,43484
2053-01-19,RP,indikation_medizinisch_dosen,42
2053-01-19,RP,indikation_pflegeheim_dosen,23412
2053-01-19,RP,dosen_differenz_zum_vortag,
2053-01-19,SL,dosen_kumulativ,17759
2053-01-19,SL,indikation_alter_dosen,12754
2053-01-19,SL,indikation_beruf_dosen,3280
2053-01-19,SL,indikation_medizinisch_dosen,0
2053-01-19,SL,indikation_pflegeheim_dosen,6049
2053-01-19,SL,dosen_differenz_zum_vortag,
2053-01-19,SN,dosen_kumulativ,59715
2053-01-19,SN,indikation_alter_dosen,5342
2053-01-19,SN,indikation_beruf_dosen,45683
2053-01-19,SN,indikation_medizinisch_dosen,1
2053-01-19,SN,indikation_pflegeheim_dosen,14031
2053-01-19,SN,dosen_differenz_zum_vortag,
2053-01-19,ST,dosen_kumulativ,41572
2053-01-19,ST,indikation_alter_dosen,13565
2053-01-19,ST,indikation_beruf_dosen,20533
2053-01-19,ST,indikation_medizinisch_dosen,1773
2053-01-19,ST,indikation_pflegeheim_dosen,17727
2053-01-19,ST,dosen_differenz_zum_vortag,
2053-01-19,SH,dosen_kumulativ,73574
2053-01-19,SH,indikation_alter_dosen,19504
2053-01-19,SH,indikation_beruf_dosen,23853
2053-01-19,SH,indikation_medizinisch_dosen,5461
2053-01-19,SH,indikation_pflegeheim_dosen,18392
2053-01-19,SH,dosen_differenz_zum_vortag,
2053-01-19,TH,dosen_kumulativ,29354
2053-01-19,TH,indikation_alter_dosen,6144
2053-01-19,TH,indikation_beruf_dosen,16979
2053-01-19,TH,indikation_medizinisch_dosen,708
2053-01-19,TH,indikation_pflegeheim_dosen,3262
2053-01-19,TH,dosen_differenz_zum_vortag,
2053-01-19,DE,dosen_kumulativ,1297430
2053-01-19,DE,indikation_alter_dosen,330438
2053-01-19,DE,indikation_beruf_dosen,621803
2053-01-19,DE,indikation_medizinisch_dosen,40729
2053-01-19,DE,indikation_pflegeheim_dosen,440513
2053-01-19,DE,dosen_differenz_zum_vortag,
2053-01-20,BW,dosen_kumulativ,146800
2053-01-20,BW,indikation_alter_dosen,72136
2053-01-20,BW,indikation_beruf_dosen,46763
2053-01-20,BW,indikation_medizinisch_dosen,4386
2053-01-20,BW,indikation_pflegeheim_dosen,28738
2053-01-20,BW,dosen_differenz_zum_vortag,
2053-01-20,BY,dosen_kumulativ,236541
2053-01-20,BY,indikation_alter_dosen,57100
2053-01-20,BY,indikation_beruf_dosen,125648
2053-01-20,BY,indikation_medizinisch_dosen,4200
2053-01-20,BY,indikation_pflegeheim_dosen,68388
2053-01-20,BY,dosen_differenz_zum_vortag,
2053-01-20,BE,dosen_kumulativ,68939
2053-01-20,BE,indikation_alter_dosen,46791
2053-01-20,BE,indikation_beruf_dosen,20431
2053-01-20,BE,indikation_medizinisch_dosen,136
2053-01-20,BE,indikation_pflegeheim_dosen,33633
2053-01-20,BE,dosen_differenz_zum_vortag,
2053-01-20,BB,dosen_kumulativ,50671
2053-01-20,BB,indikation_alter_dosen,16170
2053-01-20,BB,indikation_beruf_dosen,33283
2053-01-20,BB,indikation_medizinisch_dosen,553
2053-01-20,BB,indikation_pflegeheim_dosen,8143
2053-01-20,BB,dosen_differenz_zum_vortag,
2053-01-20,HB,dosen_kumulativ,14463
2053-01-20,HB,indikation_alter_dosen,1673
2053-01-20,HB,indikation_beruf_dosen,6632
2053-01-20,HB,indikation_medizinisch_dosen,110
2053-01-20,HB,indikation_pflegeheim_dosen,5717
2053-01-20,HB,dosen_differenz_zum_vortag,
2053-01-20,HH,dosen_kumulativ,32210
2053-01-20,HH,indikation_alter_dosen,11873
2053-01-20,HH,indikation_beruf_dosen,15377
2053-01-20,HH,indikation_medizinisch_dosen,1824
2053-01-20,HH,indikation_pflegeheim_dosen,8744
2053-01-20,HH,dosen_differenz_zum_vortag,
2053-01-20,HE,dosen_kumulativ,94369
2053-01-20,HE,indikation_alter_dosen,25491
2053-01-20,HE,indikation_beruf_dosen,52418
2053-01-20,HE,indikation_medizinisch_dosen,4737
2053-01-20,HE,indikation_pflegeheim_dosen,35602
2053-01-20,HE,dosen_differenz_zum_vortag,
2053-01-20,MV,dosen_kumulativ,47466
2053-01-20,MV,indikation_alter_dosen,5817
2053-01-20,MV,indikation_beruf_dosen,21873
2053-01-20,MV,indikation_medizinisch_dosen,906
2053-01-20,MV,indikation_pflegeheim_dosen,19547
2053-01-20,MV,dosen_differenz_zum_vortag,
2053-01-20,NI,dosen_kumulativ,112272
2053-01-20,NI,indikation_alter_dosen,22031
2053-01-20,NI,indikation_beruf_dosen,60234
2053-01-20,NI,indikation_medizinisch_dosen,17914
2053-01-20,NI,indikation_pflegeheim_dosen,49844
2053-01-20,NI,dosen_differenz_zum_vortag,
2053-01-20,NW,dosen_kumulativ,251972
2053-01-20,NW,indikation_alter_dosen,0
2053-01-20,NW,indikation_beruf_dosen,125035
2053-01-20,NW,indikation_medizinisch_dosen,0
2053-01-20,NW,indikation_pflegeheim_dosen,126945
2053-01-20,NW,dosen_differenz_zum_vortag,
2053-01-20,RP,dosen_kumulativ,106951
2053-01-20,RP,indikation_alter_dosen,37831
2053-01-20,RP,indikation_beruf_dosen,45158
2053-01-20,RP,indikation_medizinisch_dosen,52
2053-01-20,RP,indikation_pflegeheim_dosen,23911
2053-01-20,RP,dosen_differenz_zum_vortag,
2053-01-20,SL,dosen_kumulativ,18612
2053-01-20,SL,indikation_alter_dosen,13307
2053-01-20,SL,indikation_beruf_dosen,3501
2053-01-20,SL,indikation_medizinisch_dosen,0
2053-01-20,SL,indikation_pflegeheim_dosen,6274
2053-01-20,SL,dosen_differenz_zum_vortag,
2053-01-20,SN,dosen_kumulativ,64677
2053-01-20,SN,indikation_alter_dosen,5762
2053-01-20,SN,indikation_beruf_dosen,49483
2053-01-20,SN,indikation_medizinisch_dosen,1
2053-01-20,SN,indikation_pflegeheim_dosen,15193
2053-01-20,SN,dosen_differenz_zum_vortag,
2053-01-20,ST,dosen_kumulativ,46496
2053-01-20,ST,indikation_alter_dosen,15052
2053-01-20,ST,indikation_beruf_dosen,23052
2053-01-20,ST,indikation_medizinisch_dosen,2150
2053-01-20,ST,indikation_pflegeheim_dosen,19218
2053-01-20,ST,dosen_differenz_zum_vortag,
2053-01-20,SH,dosen_kumulativ,76434
2053-01-20,SH,indikation_alter_dosen,20470
2053-01-20,SH,indikation_beruf_dosen,24246
2053-01-20,SH,indikation_medizinisch_dosen,5463
2053-01-20,SH,indikation_pflegeheim_dosen,18434
2053-01-20,SH,dosen_differenz_zum_vortag,
2053-01-20,TH,dosen_kumulativ,32820
2053-01-20,TH,indikation_alter_dosen,8932
2053-01-20,TH,indikation_beruf_dosen,18895
2053-01-20,TH,indikation_medizinisch_dosen,1057
2053-01-20,TH,indikation_pflegeheim_dosen,4071
2053-01-20,TH,dosen_differenz_zum_vortag,
2053-01-20,DE,dosen_kumulativ,1401693
2053-01-20,DE,indikation_alter_dosen,360436
2053-01-20,DE,indikation_beruf_dosen,672029
2053-01-20,DE,indikation_medizinisch_dosen,43489
2053-01-20,DE,indikation_pflegeheim_dosen,472402
2053-01-20,DE,dosen_differenz_zum_vortag,
2053-01-21,BW,dosen_kumulativ,158060
2053-01-21,BW,indikation_alter_dosen,78037
2053-01-21,BW,indikation_beruf_dosen,50710
2053-01-21,BW,indikation_medizinisch_dosen,4571
2053-01-21,BW,indikation_pflegeheim_dosen,31185
2053-01-21,BW,dosen_differenz_zum_vortag,
2053-01-21,BY,dosen_kumulativ,255002
2053-01-21,BY,indikation_alter_dosen,61532
2053-01-21,BY,indikation_beruf_dosen,135322
2053-01-21,BY,indikation_medizinisch_dosen,4457
2053-01-21,BY,indikation_pflegeheim_dosen,74901
2053-01-21,BY,dosen_differenz_zum_vortag,
2053-01-21,BE,dosen_kumulativ,76171
2053-01-21,BE,indikation_alter_dosen,51238
2053-01-21,BE,indikation_beruf_dosen,23118
2053-01-21,BE,indikation_medizinisch_dosen,136
2053-01-21,BE,indikation_pflegeheim_dosen,35903
2053-01-21,BE,dosen_differenz_zum_vortag,
2053-01-21,BB,dosen_kumulativ,55573
2053-01-21,BB,indikation_alter_dosen,19012
2053-01-21,BB,indikation_beruf_dosen,35237
2053-01-21,BB,indikation_medizinisch_dosen,645
2053-01-21,BB,indikation_pflegeheim_dosen,9440
2053-01-21,BB,dosen_differenz_zum_vortag,
2053-01-21,HB,dosen_kumulativ,15599
2053-01-21,HB,indikation_alter_dosen,1937
2053-01-21,HB,indikation_beruf_dosen,7033
2053-01-21,HB,indikation_medizinisch_dosen,113
2053-01-21,HB,indikation_pflegeheim_dosen,6209
2053-01-21,HB,dosen_differenz_zum_vortag,
2053-01-21,HH,dosen_kumulativ,34601
2053-01-21,HH,indikation_alter_dosen,12679
2053-01-21,HH,indikation_beruf_dosen,16812
2053-01-21,HH,indikation_medizinisch_dosen,1827
2053-01-21,HH,indikation_pflegeheim_dosen,9380
2053-01-21,HH,dosen_differenz_zum_vortag,
2053-01-21,HE,dosen_kumulativ,100110
2053-01-21,HE,indikation_alter_dosen,27587
2053-01-21,HE,indikation_beruf_dosen,53636
2053-01-21,HE,indikation_medizinisch_dosen,6463
2053-01-21,HE,indikation_pflegeheim_dosen,37526
2053-01-21,HE,dosen_differenz_zum_vortag,
2053-01-21,MV,dosen_kumulativ,50769
2053-01-21,MV,indikation_alter_dosen,6959
2053-01-21,MV,indikation_beruf_dosen,22893
2053-01-21,MV,indikation_medizinisch_dosen,980
2053-01-21,MV,indikation_pflegeheim_dosen,20657
2053-01-21,MV,dosen_differenz_zum_vortag,
2053-01-21,NI,dosen_kumulativ,121715
2053-01-21,NI,indikation_alter_dosen,52069
2053-01-21,NI,indikation_beruf_dosen,22363
2053-01-21,NI,indikation_medizinisch_dosen,24706
2053-01-21,NI,indikation_pflegeheim_dosen,65185
2053-01-21,NI,dosen_differenz_zum_vortag,
2053-01-21,NW,dosen_kumulativ,265755
2053-01-21,NW,indikation_alter_dosen,0
2053-01-21,NW,indikation_beruf_dosen,132370
2053-01-21,NW,indikation_medizinisch_dosen,0
2053-01-21,NW,indikation_pflegeheim_dosen,133480
2053-01-21,NW,dosen_differenz_zum_vortag,
2053-01-21,RP,dosen_kumulativ,115639
2053-01-21,RP,indikation_alter_dosen,41365
2053-01-21,RP,indikation_beruf_dosen,48187
2053-01-21,RP,indikation_medizinisch_dosen,54
2053-01-21,RP,indikation_pflegeheim_dosen,26033
2053-01-21,RP,dosen_differenz_zum_vortag,
2053-01-21,SL,dosen_kumulativ,19457
2053-01-21,SL,indikation_alter_dosen,13800
2053-01-21,SL,indikation_beruf_dosen,3773
2053-01-21,SL,indikation_medizinisch_dosen,1
2053-01-21,SL,indikation_pflegeheim_dosen,6434
2053-01-21,SL,dosen_differenz_zum_vortag,
2053-01-21,SN,dosen_kumulativ,68071
2053-01-21,SN,indikation_alter_dosen,6115
2053-01-21,SN,indikation_beruf_dosen,51837
2053-01-21,SN,indikation_medizinisch_dosen,1
2053-01-21,SN,indikation_pflegeheim_dosen,16233
2053-01-21,SN,dosen_differenz_zum_vortag,
2053-01-21,ST,dosen_kumulativ,49234
2053-01-21,ST,indikation_alter_dosen,16153
2053-01-21,ST,indikation_beruf_dosen,24166
2053-01-21,ST,indikation_medizinisch_dosen,2292
2053-01-21,ST,indikation_pflegeheim_dosen,20403
2053-01-21,ST,dosen_differenz_zum_vortag,
2053-01-21,SH,dosen_kumulativ,79683
2053-01-21,SH,indikation_alter_dosen,21455
2053-01-21,SH,indikation_beruf_dosen,24722
2053-01-21,SH,indikation_medizinisch_dosen,5463
2053-01-21,SH,indikation_pflegeheim_dosen,18458
2053-01-21,SH,dosen_differenz_zum_vortag,
2053-01-21,TH,dosen_kumulativ,36200
2053-01-21,TH,indikation_alter_dosen,10240
2053-01-21,TH,indikation_beruf_dosen,21107
2053-01-21,TH,indikation_medizinisch_dosen,1141
2053-01-21,TH,indikation_pflegeheim_dosen,4388
2053-01-21,TH,dosen_differenz_zum_vortag,
2053-01-21,DE,dosen_kumulativ,1501639
2053-01-21,DE,indikation_alter_dosen,420178
2053-01-21,DE,indikation_beruf_dosen,673286
2053-01-21,DE,indikation_medizinisch_dosen,52850
2053-01-21,DE,indikation_pflegeheim_dosen,515815
2053-01-21,DE,dosen_differenz_zum_vortag,
2053-01-22,BW,dosen_kumulativ,173772
2053-01-22,BW,indikation_alter_dosen,86619
2053-01-22,BW,indikation_beruf_dosen,56023
2053-01-22,BW,indikation_medizinisch_dosen,5107
2053-01-22,BW,indikation_pflegeheim_dosen,34204
2053-01-22,BW,dosen_differenz_zum_vortag,
2053-01-22,BY,dosen_kumulativ,290869
2053-01-22,BY,indikation_alter_dosen,66289
2053-01-22,BY,indikation_beruf_dosen,145490
2053-01-22,BY,indikation_medizinisch_dosen,4772
2053-01-22,BY,indikation_pflegeheim_dosen,80626
2053-01-22,BY,dosen_differenz_zum_vortag,
2053-01-22,BE,dosen_kumulativ,83689
2053-01-22,BE,indikation_alter_dosen,55753
2053-01-22,BE,indikation_beruf_dosen,25701
2053-01-22,BE,indikation_medizinisch_dosen,136
2053-01-22,BE,indikation_pflegeheim_dosen,42153
2053-01-22,BE,dosen_differenz_zum_vortag,
2053-01-22,BB,dosen_kumulativ,59545
2053-01-22,BB,indikation_alter_dosen,21558
2053-01-22,BB,indikation_beruf_dosen,36515
2053-01-22,BB,indikation_medizinisch_dosen,734
2053-01-22,BB,indikation_pflegeheim_dosen,10428
2053-01-22,BB,dosen_differenz_zum_vortag,
2053-01-22,HB,dosen_kumulativ,16435
2053-01-22,HB,indikation_alter_dosen,2208
2053-01-22,HB,indikation_beruf_dosen,7265
2053-01-22,HB,indikation_medizinisch_dosen,123
2053-01-22,HB,indikation_pflegeheim_dosen,6550
2053-01-22,HB,dosen_differenz_zum_vortag,
2053-01-22,HH,dosen_kumulativ,36978
2053-01-22,HH,indikation_alter_dosen,13585
2053-01-22,HH,indikation_beruf_dosen,18148
2053-01-22,HH,indikation_medizinisch_dosen,1829
2053-01-22,HH,indikation_pflegeheim_dosen,10163
2053-01-22,HH,dosen_differenz_zum_vortag,
2053-01-22,HE,dosen_kumulativ,107304
2053-01-22,HE,indikation_alter_dosen,30790
2053-01-22,HE,indikation_beruf_dosen,56958
2053-01-22,HE,indikation_medizinisch_dosen,6732
2053-01-22,HE,indikation_pflegeheim_dosen,39228
2053-01-22,HE,dosen_differenz_zum_vortag,
2053-01-22,MV,dosen_kumulativ,53548
2053-01-22,MV,indikation_alter_dosen,8053
2053-01-22,MV,indikation_beruf_dosen,23872
2053-01-22,MV,indikation_medizinisch_dosen,1037
2053-01-22,MV,indikation_pflegeheim_dosen,21296
2053-01-22,MV,dosen_differenz_zum_vortag,
2053-01-22,NI,dosen_kumulativ,131180
2053-01-22,NI,indikation_alter_dosen,55737
2053-01-22,NI,indikation_beruf_dosen,25547
2053-01-22,NI,indikation_medizinisch_dosen,25383
2053-01-22,NI,indikation_pflegeheim_dosen,69884
2053-01-22,NI,dosen_differenz_zum_vortag,
2053-01-22,NW,dosen_kumulativ,293315
2053-01-22,NW,indikation_alter_dosen,0
2053-01-22,NW,indikation_beruf_dosen,146980
2053-01-22,NW,indikation_medizinisch_dosen,0
2053-01-22,NW,indikation_pflegeheim_dosen,147211
2053-01-22,NW,dosen_differenz_zum_vortag,
2053-01-22,RP,dosen_kumulativ,121130
2053-01-22,RP,indikation_alter_dosen,44934
2053-01-22,RP,indikation_beruf_dosen,48792
2053-01-22,RP,indikation_medizinisch_dosen,54
2053-01-22,RP,indikation_pflegeheim_dosen,27350
2053-01-22,RP,dosen_differenz_zum_vortag,
2053-01-22,SL,dosen_kumulativ,20353
2053-01-22,SL,indikation_alter_dosen,14367
2053-01-22,SL,indikation_beruf_dosen,4002
2053-01-22,SL,indikation_medizinisch_dosen,1
2053-01-22,SL,indikation_pflegeheim_dosen,6733
2053-01-22,SL,dosen_differenz_zum_vortag,
2053-01-22,SN,dosen_kumulativ,71152
2053-01-22,SN,indikation_alter_dosen,6115
2053-01-22,SN,indikation_beruf_dosen,51837
2053-01-22,SN,indikation_medizinisch_dosen,1
2053-01-22,SN,indikation_pflegeheim_dosen,17469
2053-01-22,SN,dosen_differenz_zum_vortag,
2053-01-22,ST,dosen_kumulativ,51859
2053-01-22,ST,indikation_alter_dosen,17002
2053-01-22,ST,indikation_beruf_dosen,25615
2053-01-22,ST,indikation_medizinisch_dosen,2490
2053-01-22,ST,indikation_pflegeheim_dosen,21176
2053-01-22,ST,dosen_differenz_zum_vortag,
2053-01-22,SH,dosen_kumulativ,82792
2053-01-22,SH,indikation_alter_dosen,22430
2053-01-22,SH,indikation_beruf_dosen,25145
2053-01-22,SH,indikation_medizinisch_dosen,5464
2053-01-22,SH,indikation_pflegeheim_dosen,18486
2053-01-22,SH,dosen_differenz_zum_vortag,
2053-01-22,TH,dosen_kumulativ,38856
2053-01-22,TH,indikation_alter_dosen,11493
2053-01-22,TH,indikation_beruf_dosen,22293
2053-01-22,TH,indikation_medizinisch_dosen,1302
2053-01-22,TH,indikation_pflegeheim_dosen,4664
2053-01-22,TH,dosen_differenz_zum_vortag,
2053-01-22,DE,dosen_kumulativ,1632777
2053-01-22,DE,indikation_alter_dosen,456933
2053-01-22,DE,indikation_beruf_dosen,720183
2053-01-22,DE,indikation_medizinisch_dosen,55165
2053-01-22,DE,indikation_pflegeheim_dosen,557621
2053-01-22,DE,dosen_differenz_zum_vortag,
2053-01-24,BW,dosen_kumulativ,197488
2053-01-24,BW,indikation_alter_dosen,98732
2053-01-24,BW,indikation_beruf_dosen,64917
2053-01-24,BW,indikation_medizinisch_dosen,5989
2053-01-24,BW,indikation_pflegeheim_dosen,38385
2053-01-24,BW,dosen_differenz_zum_vortag,
2053-01-24,BY,dosen_kumulativ,322334
2053-01-24,BY,indikation_alter_dosen,75514
2053-01-24,BY,indikation_beruf_dosen,160990
2053-01-24,BY,indikation_medizinisch_dosen,5334
2053-01-24,BY,indikation_pflegeheim_dosen,90769
2053-01-24,BY,dosen_differenz_zum_vortag,
2053-01-24,BE,dosen_kumulativ,92763
2053-01-24,BE,indikation_alter_dosen,63727
2053-01-24,BE,indikation_beruf_dosen,26616
2053-01-24,BE,indikation_medizinisch_dosen,136
2053-01-24,BE,indikation_pflegeheim_dosen,44670
2053-01-24,BE,dosen_differenz_zum_vortag,
2053-01-24,BB,dosen_kumulativ,59545
2053-01-24,BB,indikation_alter_dosen,21558
2053-01-24,BB,indikation_beruf_dosen,36515
2053-01-24,BB,indikation_medizinisch_dosen,734
2053-01-24,BB,indikation_pflegeheim_dosen,10428
2053-01-24,BB,dosen_differenz_zum_vortag,
2053-01-24,HB,dosen_kumulativ,17447
2053-01-24,HB,indikation_alter_dosen,2859
2053-01-24,HB,indikation_beruf_dosen,7684
2053-01-24,HB,indikation_medizinisch_dosen,131
2053-01-24,HB,indikation_pflegeheim_dosen,6925
2053-01-24,HB,dosen_differenz_zum_vortag,
2053-01-24,HH,dosen_kumulativ,39932
2053-01-24,HH,indikation_alter_dosen,15040
2053-01-24,HH,indikation_beruf_dosen,19387
2053-01-24,HH,indikation_medizinisch_dosen,1832
2053-01-24,HH,indikation_pflegeheim_dosen,11254
2053-01-24,HH,dosen_differenz_zum_vortag,
2053-01-24,HE,dosen_kumulativ,123506
2053-01-24,HE,indikation_alter_dosen,38596
2053-01-24,HE,indikation_beruf_dosen,63271
2053-01-24,HE,indikation_medizinisch_dosen,6957
2053-01-24,HE,indikation_pflegeheim_dosen,42717
2053-01-24,HE,dosen_differenz_zum_vortag,
2053-01-24,MV,dosen_kumulativ,53688
2053-01-24,MV,indikation_alter_dosen,8059
2053-01-24,MV,indikation_beruf_dosen,23944
2053-01-24,MV,indikation_medizinisch_dosen,1037
2053-01-24,MV,indikation_pflegeheim_dosen,21412
2053-01-24,MV,dosen_differenz_zum_vortag,
2053-01-24,NI,dosen_kumulativ,135814
2053-01-24,NI,indikation_alter_dosen,27405
2053-01-24,NI,indikation_beruf_dosen,73098
2053-01-24,NI,indikation_medizinisch_dosen,21834
2053-01-24,NI,indikation_pflegeheim_dosen,59500
2053-01-24,NI,dosen_differenz_zum_vortag,
2053-01-24,NW,dosen_kumulativ,337831
2053-01-24,NW,indikation_alter_dosen,0
2053-01-24,NW,indikation_beruf_dosen,169030
2053-01-24,NW,indikation_medizinisch_dosen,0
2053-01-24,NW,indikation_pflegeheim_dosen,169697
2053-01-24,NW,dosen_differenz_zum_vortag,
2053-01-24,RP,dosen_kumulativ,125693
2053-01-24,RP,indikation_alter_dosen,45140
2053-01-24,RP,indikation_beruf_dosen,50119
2053-01-24,RP,indikation_medizinisch_dosen,63
2053-01-24,RP,indikation_pflegeheim_dosen,28678
2053-01-24,RP,dosen_differenz_zum_vortag,
2053-01-24,SL,dosen_kumulativ,21339
2053-01-24,SL,indikation_alter_dosen,15048
2053-01-24,SL,indikation_beruf_dosen,4239
2053-01-24,SL,indikation_medizinisch_dosen,1
2053-01-24,SL,indikation_pflegeheim_dosen,7013
2053-01-24,SL,dosen_differenz_zum_vortag,
2053-01-24,SN,dosen_kumulativ,75882
2053-01-24,SN,indikation_alter_dosen,7523
2053-01-24,SN,indikation_beruf_dosen,55945
2053-01-24,SN,indikation_medizinisch_dosen,152
2053-01-24,SN,indikation_pflegeheim_dosen,19785
2053-01-24,SN,dosen_differenz_zum_vortag,
2053-01-24,ST,dosen_kumulativ,53631
2053-01-24,ST,indikation_alter_dosen,17585
2053-01-24,ST,indikation_beruf_dosen,26647
2053-01-24,ST,indikation_medizinisch_dosen,2642
2053-01-24,ST,indikation_pflegeheim_dosen,21774
2053-01-24,ST,dosen_differenz_zum_vortag,
2053-01-24,SH,dosen_kumulativ,85412
2053-01-24,SH,indikation_alter_dosen,24372
2053-01-24,SH,indikation_beruf_dosen,25809
2053-01-24,SH,indikation_medizinisch_dosen,5465
2053-01-24,SH,indikation_pflegeheim_dosen,18523
2053-01-24,SH,dosen_differenz_zum_vortag,
2053-01-24,TH,dosen_kumulativ,40813
2053-01-24,TH,indikation_alter_dosen,12443
2053-01-24,TH,indikation_beruf_dosen,22985
2053-01-24,TH,indikation_medizinisch_dosen,1358
2053-01-24,TH,indikation_pflegeheim_dosen,4980
2053-01-24,TH,dosen_differenz_zum_vortag,
2053-01-24,DE,dosen_kumulativ,1783118
2053-01-24,DE,indikation_alter_dosen,473601
2053-01-24,DE,indikation_beruf_dosen,831196
2053-01-24,DE,indikation_medizinisch_dosen,53665
2053-01-24,DE,indikation_pflegeheim_dosen,596510
2053-01-24,DE,dosen_differenz_zum_vortag,
2053-01-25,BW,dosen_kumulativ,210862
2053-01-25,BW,indikation_alter_dosen,105805
2053-01-25,BW,indikation_beruf_dosen,69676
2053-01-25,BW,indikation_medizinisch_dosen,6772
2053-01-25,BW,indikation_pflegeheim_dosen,41053
2053-01-25,BW,dosen_differenz_zum_vortag,
2053-01-25,BY,dosen_kumulativ,384311
2053-01-25,BY,indikation_alter_dosen,128092
2053-01-25,BY,indikation_beruf_dosen,212717
2053-01-25,BY,indikation_medizinisch_dosen,6262
2053-01-25,BY,indikation_pflegeheim_dosen,106606
2053-01-25,BY,dosen_differenz_zum_vortag,
2053-01-25,BE,dosen_kumulativ,97855
2053-01-25,BE,indikation_alter_dosen,68167
2053-01-25,BE,indikation_beruf_dosen,27605
2053-01-25,BE,indikation_medizinisch_dosen,136
2053-01-25,BE,indikation_pflegeheim_dosen,46147
2053-01-25,BE,dosen_differenz_zum_vortag,
2053-01-25,BB,dosen_kumulativ,63024
2053-01-25,BB,indikation_alter_dosen,23238
2053-01-25,BB,indikation_beruf_dosen,37732
2053-01-25,BB,indikation_medizinisch_dosen,747
2053-01-25,BB,indikation_pflegeheim_dosen,12108
2053-01-25,BB,dosen_differenz_zum_vortag,
2053-01-25,HB,dosen_kumulativ,18597
2053-01-25,HB,indikation_alter_dosen,3233
2053-01-25,HB,indikation_beruf_dosen,7874
2053-01-25,HB,indikation_medizinisch_dosen,139
2053-01-25,HB,indikation_pflegeheim_dosen,7012
2053-01-25,HB,dosen_differenz_zum_vortag,
2053-01-25,HH,dosen_kumulativ,40597
2053-01-25,HH,indikation_alter_dosen,15854
2053-01-25,HH,indikation_beruf_dosen,20601
2053-01-25,HH,indikation_medizinisch_dosen,1833
2053-01-25,HH,indikation_pflegeheim_dosen,11883
2053-01-25,HH,dosen_differenz_zum_vortag,
2053-01-25,HE,dosen_kumulativ,133933
2053-01-25,HE,indikation_alter_dosen,44105
2053-01-25,HE,indikation_beruf_dosen,66857
2053-01-25,HE,indikation_medizinisch_dosen,7286
2053-01-25,HE,indikation_pflegeheim_dosen,44792
